minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
24,Tasmanian Devil,0.6024043830751273,24.40305225767113,14.816954768113163,34.58797526220072,5.43633024049177,22.586090545818603,7.548996797633594,16.52918559527613
24,Gossamer,0.627641046388533,33.45306832283517,15.263731924175115,33.81371050687239,6.146186122525088,13.44736231923907,14.459872274154494,33.220018447157315
24,Granny,0.6235531529913894,30.32108595189968,15.334242132795277,36.95881654146913,7.270428294368641,22.135445892784098,11.890395417921603,25.293135692355147
24,Wile E. Coyote,0.6145397357278851,31.96345328469217,14.44852474711703,37.19547584400525,5.6708525788245066,22.920214794581543,14.145175656834859,28.620958550905375
24,Tweety,0.6086844398113804,28.712987908980427,14.020758116485979,38.634245218681876,7.681957286375318,20.938129752545127,11.551130126486944,26.189643667068527
24,Penelope,0.6306950016818808,24.620377804088676,16.009556708902434,32.90126618150064,6.466413107562914,12.979056082691004,8.528401593092207,23.540171466703864
24,Daffy Duck,0.6310190945537238,28.382644395265352,14.06745257879595,35.37461552576882,8.284478900444588,20.193832344749545,13.62591312325368,28.640478324138346
36,Sylvester,0.6161235179056767,30.219769273634355,15.288913460793959,36.12670899228245,6.942540701114146,18.17220456020379,13.970313331189288,29.811258965361464
36,Marvin the Martian,0.6073457484621227,27.400761918909488,14.953408680483976,29.799797353256572,6.1748145080978825,17.92422610570714,12.428355280793859,23.636818727256095
36,Road Runner,0.6311159107943589,28.051958861485463,12.95600458319128,41.13697646331713,6.08134334649601,28.502777910441676,12.51446897945597,26.54659985227632
36,Foghorn Leghorn,0.6245581179738097,28.953079441097223,14.494818641797325,32.32377558984176,4.543491768818092,21.87268826227278,16.429612695774658,30.054488415382007
36,Bugs Bunny,0.6370768020223488,32.24034680551705,14.784386315548932,35.56235691239486,5.597060438674893,18.813287713249693,13.035762004136041,29.789317580843612
36,Elmer Fudd,0.612656378751911,31.775613027172888,15.196030754233503,39.7871233773565,5.33633576725515,22.630914931511402,13.721960884654708,29.307624606594306
36,Lola Bunny,0.6266535711530749,35.01277666953145,13.200338076576074,37.80219868479802,3.9271656058343662,21.47922680709338,15.869926473800744,34.39287239398874
36,Porky Pig,0.6264785862692182,35.01587391741083,15.979327037887058,33.382021155383185,5.091181376177895,17.999813360705453,14.004433105503532,29.463628254703128
36,Tasmanian Devil,0.6191737032575302,26.615619590995824,15.308741860039985,34.192799310528834,5.559727295749852,21.841171904713974,8.606237580441176,19.08966001770214
36,Gossamer,0.6068411536327458,31.54174200323017,16.72130922181262,35.346427744154596,6.292514769009767,15.99864839674876,12.99421602569537,28.303297963082525
36,Granny,0.601296494816999,24.903968689085506,13.893671553899821,37.33767873551773,6.128043972367204,18.117215366434607,13.684295644416013,29.786833269453115
36,Wile E. Coyote,0.6180448889382739,31.85982685279728,14.474546019996211,36.05617597494051,7.990879406020546,27.182916541554665,12.79366798532074,23.014498845255776
36,Tweety,0.597303438828639,30.026371610570628,14.029311568051325,37.72220788505773,6.177353190909141,29.20204894278357,11.691174843599935,20.572624723984408
36,Penelope,0.5911795413155231,28.52851910383385,15.209954294992166,30.38621403369968,8.692173927764543,18.16114672919579,8.844767628108341,17.282509937529237
36,Daffy Duck,0.6309444992214599,29.286015847680954,12.995147815495574,37.27768838349768,5.66978193611854,19.827811456677967,13.858303700418077,31.6671084482843
